write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,Throughput
222334,83635,6101,14745,1136,0.134908795,14417,268,7960,6,14972,2000,10,213058,110609,808,16157,1276,32089,18973,16,8812,2084,20103,1377,206910,7701,9271,1110.00111
236270,69858,7052,13154,1063,0.80201757,6409,9223,12853,3,13349,3242,25,237298,197153,804,60623,1698,280,2654,5,2913,7455,19861,1572,130514,6758,13013,1110.124334
175536,220354,13066,8958,921,0.229011655,13993,10190,14189,14,3919,2125,36,24953,45403,369,20072,941,44843,6717,21,21894,18696,17273,3062,103591,980,1402,1110.49417
44725,169018,6366,14517,83,0.829440653,10169,3425,1499,19,8204,3201,52,157379,90084,747,60730,1676,50461,14527,15,15175,9203,8391,2134,104360,4518,11530,1110.617503
31406,34909,1677,765,1709,0.939422786,3718,12907,12020,8,6519,337,56,28935,160073,538,64762,1028,8849,21220,11,3274,13390,9735,3374,225608,3981,13660,1110.987668
173252,154810,7407,6389,850,0.054862857,7033,3939,9377,6,13391,1208,2,74752,221982,870,18481,1547,56243,10328,10,7153,24210,8037,2730,235174,2268,7214,1111.234582
216023,230247,5280,4524,1135,0.959535301,3626,10788,12118,26,4177,3603,21,126864,77754,39,48608,1764,13702,1105,6,21773,20047,15460,2743,66022,6673,4539,1111.35808
50558,72612,13796,3498,698,0.747330546,3056,11329,284,18,5239,1254,7,246448,201933,34,57031,963,7420,24588,4,10919,1693,19315,1401,225340,1390,10864,1111.481605
115198,173342,11103,9439,49,0.952425301,8830,3103,11553,25,2727,1373,32,200242,218423,255,43069,1191,57985,16261,27,12032,1372,9605,2065,138898,1368,14150,1111.481605
170059,41213,3857,8677,1306,0.849236369,7184,5605,13937,25,3098,2732,6,223532,83861,102,57139,1061,47501,13509,7,12107,5227,11869,2160,166103,7818,6971,1111.852346
171034,197277,7982,14534,41,0.816753566,270,12111,1899,26,6188,2043,51,107296,151649,542,15282,499,55430,5484,9,9529,6881,23935,3238,136143,3723,3961,1111.852346
16920,213315,2714,3600,368,0.771912456,6815,12465,12200,27,8815,562,57,155957,116218,272,35216,1770,23319,11548,7,12527,18958,24995,2455,141467,6488,876,1112.594571
171097,122776,4030,11677,250,0.93024075,2280,1057,10106,19,2059,3323,24,132035,152836,962,24448,1774,52419,10667,8,1271,19235,11274,3599,193482,1289,11295,1112.718371
249665,119850,12379,6747,1964,0.19613415,7231,1549,3789,25,3145,3556,17,191075,241073,765,44259,237,56310,5410,14,22351,10219,15136,3694,165942,4823,3028,1112.718371
161534,35003,6557,10751,1742,0.215274632,12064,14021,5599,7,14180,1094,19,223866,107057,136,47611,1975,17833,21380,11,17649,10974,22764,1724,75871,5891,12134,1112.966055
31620,119424,12114,9396,1027,0.630938947,3308,10709,14820,5,6133,285,12,38405,95623,836,52776,506,18392,23698,27,10805,16861,9315,3426,191633,3747,13633,1112.966055
26651,207031,12000,7580,1471,0.09045279,13760,10746,11695,19,11372,2501,23,48520,93808,791,38830,609,48330,14662,14,15971,15427,22888,1633,65756,5800,14201,1113.585746
163662,28020,10965,12026,523,0.810968518,10026,13878,2382,20,686,2283,7,91478,150694,418,74862,160,57724,15417,18,2575,3900,16654,2257,187774,2751,3266,1113.709767
24862,160391,9360,4983,137,0.660958886,430,9039,14962,25,14527,3239,38,63757,245519,422,40923,284,29408,7045,14,6494,9977,22289,1204,10718,4143,12711,1113.833816
208865,107330,9373,11547,320,0.913430035,14748,6253,2060,24,325,1714,31,91846,134151,79,93390,687,55710,23116,22,15270,19134,2509,1131,49342,7315,8581,1113.957892
231274,12381,3275,6358,941,0.397886693,11187,7936,7156,9,8725,3102,48,165503,237474,494,75808,823,12078,11558,11,10869,22463,10265,3664,84889,5924,1946,1113.957892
45853,239642,7682,12693,74,0.044992805,5304,3701,6939,9,13404,2234,55,100820,40579,865,18857,991,14247,18904,3,7387,22402,17123,1788,82016,1934,13348,1114.081996
7742,96057,4043,14069,63,0.669507265,7512,7061,10727,20,1563,1605,32,186961,195141,990,9331,556,35884,15435,2,8612,23732,23062,2860,122659,4666,12628,1114.206128
91794,117149,1697,878,691,0.105807483,9417,11470,9893,18,607,2431,6,190604,122492,637,31935,1615,8267,16926,16,11185,4735,22485,3250,81440,3005,1238,1114.578689
98012,54971,9041,9048,54,0.075503469,8102,7026,3772,17,8621,2929,4,24277,223537,491,94295,66,36943,21224,15,11542,16135,4859,2550,214744,7530,7139,1114.578689
163897,17241,7579,3828,661,0.535653651,11118,12417,7274,5,6600,1948,2,47505,215463,218,73220,79,35025,11658,21,1274,16125,7725,2657,193442,732,7514,1115.324559
241500,197556,1536,9899,1095,0.632597327,1874,2304,7431,23,14120,2712,35,39095,160869,887,36752,1926,9970,11017,27,11582,19737,16302,2961,235397,4538,3913,1115.697869
189964,186695,4045,1210,545,0.551978171,4985,13888,538,21,5178,2689,59,124483,192934,453,89677,234,46014,24767,23,8995,2222,12751,1379,171984,4817,5125,1115.822361
218815,135636,4030,8981,236,0.753586531,3193,10255,11425,15,584,2039,35,22529,81403,342,94188,1708,47618,2041,25,5096,9334,12478,2905,210830,462,13055,1115.946881
137007,157772,3157,6442,95,0.578399599,4662,9863,4673,6,10066,2499,16,32618,112966,996,44225,327,55587,11737,16,14327,17103,13960,3627,34213,4230,14461,1116.071429
50234,37820,5197,12005,898,0.388425946,6861,7139,2910,23,9692,1155,45,50786,167287,56,74289,1389,46218,18605,26,19066,2101,12183,3506,95013,3320,1081,1116.320607
112294,66420,4287,6141,1363,0.677680433,10381,14045,10759,14,4307,320,42,247831,142380,309,11768,270,25756,799,25,10662,7540,14764,3756,15634,687,10635,1116.445238
43525,162757,11544,5132,699,0.525885642,6960,5459,3196,5,13270,1609,17,59003,214968,833,15184,1481,34262,1730,11,5798,9166,15068,2743,69046,5265,9156,1116.944041
72469,53479,12975,3188,997,0.945810199,6414,13945,12268,3,2382,1926,38,223151,203551,581,23944,1504,51812,21926,17,661,10653,2123,2171,121735,4837,445,1117.068811
222646,205467,5813,6214,1737,0.637227476,9420,2403,2193,27,6329,883,3,236293,118487,140,82469,1925,8793,20281,15,9928,23639,4710,3109,167515,6062,7680,1117.19361
158042,143162,14802,2929,2020,0.620535553,6662,6519,10315,20,2128,3472,45,43097,233714,472,16077,1253,3267,14026,2,14235,23007,17646,1925,211107,510,12827,1117.44329
220490,86037,3384,9483,1698,0.267740905,4031,9496,3121,4,11604,2072,24,185996,158747,55,14170,1948,9686,1953,14,15973,18323,22248,2608,171861,5356,5277,1117.568172
34441,102452,7944,2638,580,0.128982306,4097,5410,4808,23,8157,2721,57,87873,66655,337,49241,1306,34490,7862,24,19950,13192,3378,2168,57278,3073,2141,1117.693081
130503,61829,7258,12313,1661,0.580344141,12082,10474,12600,15,5541,2199,49,230425,224854,689,29958,444,29729,15437,2,18451,1946,22285,1391,39375,1625,5361,1117.942985
33663,71189,11650,5986,1686,0.689645708,6549,5376,3311,15,2806,3564,4,122234,151516,191,74856,1084,34685,1313,15,11031,11083,13970,2333,137584,5629,1875,1118.193
149881,30094,935,9862,1492,0.028370678,2141,12449,7326,11,11528,1752,56,138951,198867,841,18869,1367,8833,22150,20,8658,17503,24085,1585,149248,6387,10819,1118.193
248310,100469,1196,12292,1141,0.92159164,14588,11114,8842,27,13446,3309,39,49383,248178,517,19948,1933,59539,4302,10,17765,6641,21588,1475,177121,1251,972,1118.443127
219312,219119,4106,1436,1078,0.054792404,5070,1604,5446,12,9233,973,23,219947,54257,846,3867,844,49140,3332,20,8522,7405,5606,3303,142199,6439,4073,1118.693366
23539,222937,12140,569,593,0.745699883,892,2213,9948,5,11647,2088,20,189795,124662,246,2248,1749,43704,23573,24,1601,16391,5728,3138,176986,7468,11741,1118.943717
248748,84401,2402,14478,1944,0.438934922,10668,4723,7253,9,5807,811,36,219097,119168,793,82701,1935,6886,22269,17,24247,11672,12246,2417,49990,7641,9759,1119.068935
152834,115977,2624,9261,937,0.691099226,4800,4737,11223,19,14649,3255,41,7653,186615,218,49929,1501,49036,15263,24,21654,10620,13143,2663,183879,6598,6978,1120.322653
87240,94776,1318,11490,1933,0.481310546,292,6708,12776,2,11256,2867,21,9602,136881,673,51928,1327,44249,1528,22,22236,3347,8365,2276,182376,4359,12286,1122.208506
95759,154813,11316,6595,838,0.522768974,11717,5682,1489,26,9077,3423,12,80323,19202,208,63012,436,3774,8846,8,10178,10730,22740,1579,233324,7601,6284,1122.208506
3357,244164,8557,14612,57,0.757195354,1114,5683,1733,24,1881,1566,10,151264,245435,139,48249,1600,21547,2924,11,12345,23946,17243,2549,91774,5084,3674,1122.334456
101757,160594,10125,10779,1443,0.244918525,2031,11862,9127,28,4558,3247,23,55226,25381,398,44689,1276,49077,9541,3,24917,16549,16601,2057,194393,3869,1493,1122.334456
9137,130404,13757,3853,411,0.486207306,4461,13508,857,21,3320,3638,48,192131,130096,255,90195,623,10777,9726,11,16946,16553,17877,1336,50094,7971,3089,1122.334456
63741,231580,6047,132,185,0.458706498,8799,5681,7365,21,11662,2789,60,180546,199965,219,64652,979,36615,23205,13,12760,16549,13622,3398,74429,1449,11899,1122.964627
220808,116784,2803,7864,474,0.334105432,1644,8198,14057,9,2808,1513,29,83115,35420,400,86905,764,14869,16780,24,1019,24634,6508,2314,237666,1455,3072,1123.090746
5652,94334,4492,2759,1194,0.281281531,6671,1704,10939,16,12308,1051,21,23878,154246,18,94850,130,16890,4401,11,11862,5206,22443,2591,87962,4439,7405,1124.100719
157838,155466,1292,11847,588,0.174444139,7589,2608,12238,22,6387,2882,16,99506,226517,902,43112,1384,59165,23807,2,3012,24270,23933,2276,170051,3267,3285,1124.353497
30355,146488,12894,7213,1591,0.841662109,9442,3908,14441,11,12464,1261,7,39375,221218,735,60033,1228,944,6311,6,19159,11774,12689,2790,129350,5759,10072,1124.732876
39606,82394,6823,12506,487,0.521602094,13857,2785,11492,23,14299,298,12,127532,223375,400,45142,1138,14566,3576,24,2721,19482,15646,1221,247196,3823,10822,1124.859393
170533,245872,14379,2627,593,0.50313729,4635,939,9773,17,10209,2083,27,241120,231536,495,1639,981,30850,10771,13,17956,5539,18037,1507,177499,3213,4433,1125.112511
102430,822,4838,544,1444,0.089264512,11119,11705,4295,2,14640,2570,33,147862,202352,330,29176,821,45235,21300,22,12837,15277,14649,3227,96957,6813,14397,1125.239113
203614,188241,1212,11109,1554,0.366207957,5395,8345,11254,24,2589,463,18,236848,218812,734,44250,1328,14752,2217,9,3708,12645,15696,3647,216320,6565,14125,1125.619091
149875,164816,2652,7142,187,0.979205072,1273,2670,3953,17,494,1188,58,187421,10775,659,71304,1452,23861,19573,5,5360,1376,4713,3567,211970,6432,14880,1125.745807
70633,161708,1746,11533,560,0.699179351,639,6715,13944,7,796,2753,52,65065,105371,961,88686,1061,33736,10539,2,21615,8949,17568,1277,58719,3591,3323,1127.268628
194439,174602,13356,5224,167,0.640519321,576,5529,13508,15,8312,273,39,239966,143909,770,27893,251,36817,16347,25,16665,9826,11379,2347,51931,4452,12791,1128.668172
22695,41935,9735,12761,232,0.260432601,3896,3489,7931,8,11568,3682,17,214556,153490,304,89069,1589,18591,15398,27,19132,24589,19089,3043,236652,5574,832,1131.47771
216519,40662,13900,8838,1724,0.378283381,8844,3371,11684,22,3494,1357,35,240668,82565,792,58740,1251,58201,17661,5,24156,8431,16374,3510,239203,1557,5301,1131.861913
228818,158307,11305,853,272,0.109721959,3361,1834,10655,19,3543,1126,8,208480,11190,197,1595,1532,18022,4609,12,2430,8925,4725,3701,160440,5974,12637,1132.118193
187770,107585,7469,6077,1839,0.535161793,14721,3918,7682,18,13964,1161,7,99702,116029,107,97363,324,20006,8414,21,618,22961,7415,3426,164036,7429,10775,1133.016089
55071,59885,11812,6468,195,0.226414979,12060,10140,11923,7,8536,3341,2,135542,88190,601,5796,32,26795,9658,26,24294,24779,9478,3600,210393,5801,7730,1135.202634
351,169662,2448,11370,1568,0.133985519,3166,8792,5940,7,1261,54,58,155192,40349,607,67714,1753,39545,13868,6,14918,2994,10391,1166,127800,7323,3232,1136.8804
38720,201466,4729,9908,1239,0.66105938,793,3670,4509,21,8761,1547,55,180414,158246,311,56368,396,17478,14378,20,7028,11397,4985,3780,132652,535,5704,1139.341461
245995,173284,884,7634,1464,0.244677246,13172,10290,4792,9,13194,1861,37,136609,126466,599,40251,889,5172,269,19,17074,7505,12200,2757,105267,6198,14734,1139.731023
136106,134946,5784,11006,1163,0.874507427,7381,5299,13667,5,6442,225,12,202919,182023,738,71413,757,48365,17934,11,12115,2131,19814,3108,114616,6674,2877,1139.860937
182112,245531,1543,9285,1956,0.575156152,9665,10098,13329,21,2625,820,2,245351,175902,931,78088,1750,28117,10695,13,19809,10443,20160,1110,26210,3125,10026,1141.682841
163879,242988,7362,9609,1641,0.75341177,11855,2031,1318,20,12327,2233,18,148283,166082,388,70981,1176,12819,1362,15,19752,20525,20505,3675,173882,6431,14875,1146.788991
161526,136684,6884,14234,1814,0.992321908,6873,2582,6287,16,5865,2022,44,15804,26951,969,99340,949,26573,2037,27,15252,4710,3024,3247,14383,4270,14505,1147.710318
125639,55450,1999,14270,1263,0.088980615,10048,4530,12761,27,13425,3733,31,69396,209644,798,26722,636,15196,23451,22,17645,6420,11572,2763,171896,2381,10611,1147.973826
114789,206508,10761,6361,456,0.900708914,2919,2605,519,19,5090,2486,55,136238,232695,338,31653,934,36355,18529,20,14242,24871,12787,1921,98168,6373,7842,1153.934918
30495,190706,12633,4846,145,0.365531206,8957,13962,3288,13,583,1305,13,220309,105739,235,98181,698,32692,19991,25,724,5531,5446,1859,105461,7370,6545,1154.46779
154147,89587,14960,14890,292,0.657553852,14224,13202,13001,10,1886,739,33,211231,222795,368,23865,1488,36893,8112,12,24801,7321,15341,3525,245421,7083,14366,1159.823707
73297,76612,5576,14281,1147,0.672434211,4349,1765,10188,4,7865,1028,60,136989,40190,297,15106,751,55161,2910,21,17228,21344,17081,2580,215276,1380,266,1160.227405
26523,137677,1905,4641,1183,0.486705899,4872,8734,3601,28,2249,2781,15,81495,201976,778,74310,818,16557,4515,3,6932,17242,22522,1797,179748,5034,8689,1188.919272
163281,184990,6392,13843,924,0.069887221,5695,7427,12259,27,9610,1804,9,37500,128853,437,42535,1727,40138,13227,22,20459,6458,10879,1251,139764,5147,12764,1199.616123
167744,142110,2736,10295,545,0.737175167,9878,7498,12233,4,11450,1888,26,174738,199653,920,74772,104,27209,7323,26,1147,24932,7799,3184,247068,2662,12408,1201.345507
230168,157156,2935,12922,1325,0.958141446,1175,4482,466,17,14776,2344,32,29276,128917,735,17492,1124,24546,22428,14,8241,22496,7453,2088,173592,7861,474,1205.545509
7323,92094,6836,9795,1491,0.090168595,7597,13994,810,26,2691,1195,51,85498,62185,839,1886,1591,8747,19176,10,18153,3735,8507,1877,126421,5202,4529,1207.146306
173152,100123,2495,10998,1950,0.243432403,11034,8723,13484,12,11096,1256,36,201097,124146,505,69426,897,29406,22820,17,22408,9068,11740,1273,60142,7613,12865,1211.827436
222002,34368,6520,12544,1345,0.895290196,4840,13795,12367,15,8370,3179,48,158181,100388,974,73803,1180,11588,4216,3,10510,8281,1720,2679,68454,5623,2489,1235.941169
204894,13487,6438,11805,1140,0.900806785,4204,6846,4541,18,9529,2780,26,8286,4468,969,69116,1412,34042,4442,20,23876,21102,24208,2303,3189,5223,7855,1238.696891
245851,64085,470,2864,1049,0.001362979,8984,13430,10792,21,12412,856,49,201767,180644,857,53384,1938,43707,15204,7,24490,11514,22308,3634,155744,7114,3678,1241.773252
214076,114334,10833,10000,1837,0.538079917,11959,5337,732,25,13423,2325,23,119505,209862,285,98954,1564,39812,9558,4,22939,8786,20256,1305,246769,5893,13658,1252.661907
233022,114962,10493,9223,753,0.140564501,4878,929,11135,15,11165,1318,7,8708,131263,87,20390,376,21290,7636,28,20535,24440,6793,2204,172524,1632,11708,1253.918495
7434,145158,2203,9257,1792,0.405158699,11143,11811,1293,28,3326,1733,59,22525,39430,892,94605,1802,44519,20742,7,1455,23567,9631,1779,159628,5387,13626,1256.439251
236765,53069,10404,250,332,0.607152462,2687,6318,11222,2,4479,46,24,56854,242802,212,39752,582,46166,6965,24,11235,4390,17565,2167,192793,3624,5668,1258.970162
8465,229926,13806,3876,1727,0.934861124,8374,5452,7429,16,13656,2527,51,125965,194412,254,18303,1878,27980,1841,12,8390,24512,3740,2234,9176,6410,6661,1261.670452
127720,172274,5498,9738,1440,0.634557962,7369,5400,1753,23,1590,142,28,96323,226563,603,30216,672,54104,18043,5,2365,24066,7890,1844,155642,7023,12463,1263.583523
167343,194667,2070,9178,1042,0.664812088,10092,10530,12207,4,9562,2744,47,72369,125107,647,49412,549,45223,6818,28,24787,12692,22933,2102,224850,5529,1331,1267.909218
8995,14528,6457,8706,499,0.626292706,9703,7069,2357,7,800,1657,16,144430,192904,259,39724,1105,4533,12368,12,20490,10136,14736,1948,215049,4530,1747,1280.737705
212335,186958,9947,2134,789,0.922571778,4953,1878,14139,3,10563,624,56,7529,142607,853,84183,1523,16305,9450,8,14026,4761,23788,1672,10370,7997,5927,1297.016861
18998,70380,7058,5359,1415,0.529524803,14571,10308,3315,27,3682,1058,48,198498,79555,908,63820,101,26115,17212,13,21091,4983,18514,1669,48219,3579,11059,1298.532658
77622,213588,2530,2989,1921,0.877202988,3532,2764,4319,11,12657,2247,41,219922,37446,917,25368,1131,43543,4452,7,4026,16910,11157,2954,218566,4203,13596,1300.221038
153110,128239,6654,6243,1733,0.161734462,4114,13027,9696,28,1694,3740,14,238335,200430,532,56670,234,30397,23211,24,18519,20827,7593,1862,231146,2643,6909,1302.083333
47902,227336,9439,646,989,0.947598875,4970,1570,7208,7,7987,2150,11,191846,192157,754,70387,1231,14629,19571,3,10348,10633,17957,2027,189026,6323,13477,1315.962627
172272,137169,13992,299,556,0.709301949,14050,8798,3422,15,13560,2752,16,38823,212869,149,96279,1127,58035,11090,3,4434,24563,4532,1552,170487,2439,1606,1321.003963
41956,158650,10330,11235,373,0.3992185,14533,1536,11816,13,7747,710,2,51270,94453,861,60498,146,11503,18643,10,4946,11019,13301,1946,155137,3272,6785,1322.926313
102569,241807,9097,3867,229,0.37495482,12696,5012,12056,27,11774,2480,29,207551,22319,900,49549,1709,38907,15504,13,24651,5579,15497,2633,96719,6870,7872,1329.787234
10784,130029,5508,10273,236,0.203234792,1057,3968,2602,21,11017,1409,54,227952,233578,25,62337,717,12296,6480,11,9559,3028,20162,1805,53273,7618,9036,1339.943722
7665,87022,1573,8210,1487,0.675296545,11357,4808,14381,9,7681,3444,5,150540,179411,345,58643,996,1528,5388,16,6704,16300,22737,3088,165576,3492,8779,1340.662287
139121,11463,1635,6898,91,0.340772808,4681,401,14906,27,13363,661,13,234103,42071,45,94848,212,51183,1269,11,22343,17695,11772,3016,59868,3859,3224,1356.116084
242645,205222,12481,7445,1000,0.829005539,11635,2187,10110,13,6359,2770,2,15550,30197,125,98307,1310,35520,22962,15,12833,13357,17610,2215,102288,7606,11027,1363.140676
137871,78495,2036,2412,1743,0.645829797,7703,11688,12769,23,3502,3635,60,203945,217863,270,28428,1106,35145,10422,22,13423,22364,13266,2203,87068,4789,6303,1369.300288
82040,171980,6630,2010,1159,0.452493489,9207,9248,13318,7,8304,3508,5,209164,50514,354,70628,1814,32819,21347,21,13901,6681,15004,2706,55518,7375,11804,1374.003847
87929,36440,11166,5576,1489,0.223098576,14476,8189,3012,13,14685,3041,55,214316,16500,279,5410,1702,36527,9011,28,6819,10287,2007,2160,210427,5209,6569,1378.359752
217426,19266,7767,6684,775,0.85342294,8933,11322,4008,6,13461,1470,44,150609,236634,906,81445,443,2115,8936,23,16861,6869,7318,3620,157507,6930,2413,1392.75766
62223,38464,3339,2720,1336,0.733241796,6967,1362,12146,4,10726,3528,36,178755,109247,307,28021,1344,9611,419,11,20191,22171,22154,1216,151541,1924,7615,1395.28394
132650,135170,10810,3703,2018,0.812578857,648,7228,3081,11,13378,2648,16,149874,214685,460,99344,378,4191,22037,5,13118,10011,2298,1322,132962,6175,14308,1400.756408
214816,18733,6003,8785,203,0.871233165,11093,7198,3894,15,11699,1005,19,127887,235780,886,29702,164,52346,13170,17,8712,14620,16470,2534,202943,634,9017,1402.524544
9099,9560,8562,380,891,0.924487114,2533,11164,9196,12,2026,3503,32,130108,199913,366,37177,818,39570,19515,5,21583,7377,16602,2514,77649,4463,4513,1406.667604
218987,59521,3153,9036,1206,0.158523858,8420,7448,13177,25,13630,2853,37,119984,239430,738,98200,1260,22425,5761,6,13089,8727,2289,2335,118224,6730,3551,1413.227812
150544,63383,4258,9984,1526,0.512091339,7845,8646,9341,10,4243,1482,33,11925,32389,655,23601,1414,50377,4335,24,19031,22238,9899,1465,225709,3269,5952,1418.037436
852,77727,4704,14620,901,0.315932631,13210,3875,9893,17,9822,1446,55,37424,141113,720,77599,676,58422,17837,15,9436,7978,19482,3654,130188,3400,11828,1433.897333
